post_id,majority_asian,majority_black,majority_hispanic,majority_man,majority_white,majority_woman,majority_overall,average_asian,average_black,average_hispanic,average_man,average_white,average_woman,average_overall,gpt_cot,gemini_cot,solar_cot
sbic_2198,,,,1.0,-1.0,-1.0,-1.0,,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_27717,,,,1.0,1.0,,1.0,,,,2.0,2.0,,2.0,3.0,3.0,2.0
sbic_1331,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,3.0,,3.0
sbic_1447,,,2.0,,-1.0,-1.0,-1.0,,,2.0,,2.0,2.0,2.0,2.0,3.0,2.0
sbic_22813,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_22907,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0
sbic_23216,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,1.0
sbic_22864,,2.0,,,-1.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,3.0,1.0
sbic_42581,,,2.0,1.0,1.0,2.0,-1.0,,,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0
sbic_23794,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_1085,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_22093,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_23052,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_23498,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,,3.0
sbic_1253,,,,2.0,-1.0,-1.0,-1.0,,,,2.0,2.0,2.0,2.0,3.0,,3.0
sbic_22824,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_2178,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,,3.0
sbic_39954,,,,-1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_36161,,,,-1.0,-1.0,,-1.0,,,,2.0,2.0,,2.0,3.0,3.0,2.0
sbic_5311,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_9722,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_36500,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_11950,3.0,,,3.0,,,3.0,3.0,,,3.0,,,3.0,3.0,3.0,3.0
sbic_9583,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_2892,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_6255,,,,1.0,1.0,-1.0,1.0,,,,1.0,2.0,2.0,2.0,2.0,3.0,3.0
sbic_7129,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_4688,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_6843,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_40493,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_5387,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_7661,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_6156,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_35618,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_9086,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_4510,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,
sbic_36073,,,,2.0,-1.0,1.0,-1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_40297,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_9981,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0
sbic_11781,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_6548,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,3.0
sbic_4986,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_5401,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,
sbic_4414,,,,1.0,1.0,-1.0,1.0,,,,1.0,2.0,2.0,2.0,3.0,3.0,2.0
sbic_35662,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
sbic_6879,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_10991,,,,1.0,1.0,-1.0,1.0,,,,1.0,2.0,2.0,2.0,3.0,3.0,2.0
sbic_8990,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_6852,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_3182,1.0,1.0,,-1.0,-1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,3.0,3.0
sbic_4754,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_40074,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_3468,,,,2.0,2.0,3.0,2.0,,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_40728,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_8693,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,
sbic_11500,,,,3.0,3.0,1.0,3.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_4767,,,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_10607,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_36387,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_7666,2.0,,,2.0,1.0,1.0,-1.0,2.0,,,2.0,1.0,1.0,2.0,3.0,3.0,2.0
sbic_7379,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_9747,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_8639,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0
sbic_6744,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,2.0
sbic_4214,,,2.0,,1.0,-1.0,-1.0,,,2.0,,1.0,2.0,2.0,1.0,1.0,2.0
sbic_40505,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,
sbic_4161,1.0,,,1.0,-1.0,2.0,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0,3.0,2.0
sbic_5870,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
sbic_4612,,,2.0,,-1.0,2.0,2.0,,,2.0,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_8071,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_5114,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_10569,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_36512,,,2.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0
sbic_36209,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,3.0
sbic_8766,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_9757,,,,1.0,1.0,3.0,1.0,,,,1.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_8806,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_5112,-1.0,,,2.0,2.0,,2.0,2.0,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_6725,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0
sbic_6819,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_7512,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,3.0,3.0,3.0
sbic_10191,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,3.0,
sbic_3122,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0
sbic_2570,,3.0,,3.0,3.0,-1.0,3.0,,3.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_4350,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_9768,,,,-1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_10465,,,1.0,-1.0,2.0,,-1.0,,,1.0,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_9236,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_40315,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0,3.0,2.0
sbic_5327,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
sbic_7893,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_40735,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,3.0,2.0
sbic_7152,,,,3.0,3.0,-1.0,3.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_7033,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_11940,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_7800,,,,-1.0,3.0,3.0,3.0,,,,2.0,2.0,3.0,2.0,1.0,,2.0
sbic_40073,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0
sbic_40898,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_3448,,,2.0,3.0,-1.0,-1.0,-1.0,,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_8771,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,
sbic_8976,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,2.0,3.0,
sbic_10113,,,1.0,,-1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,3.0,3.0,3.0
sbic_6541,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_2649,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_11613,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
sbic_3639,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,
sbic_6343,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_3147,,,2.0,2.0,-1.0,-1.0,-1.0,,,2.0,2.0,2.0,2.0,2.0,3.0,,3.0
sbic_10170,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0
sbic_6080,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0
sbic_9647,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,2.0
sbic_3706,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_35855,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_35515,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_10916,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_11057,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_40337,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_7294,3.0,,,3.0,-1.0,-1.0,3.0,3.0,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_8201,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_8233,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_6431,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_11937,,1.0,,3.0,3.0,-1.0,3.0,,1.0,,3.0,3.0,2.0,2.0,3.0,3.0,3.0
sbic_5934,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,2.0,3.0,3.0
sbic_8156,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0
sbic_36071,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_40672,,1.0,,,-1.0,1.0,1.0,,1.0,,,2.0,2.0,2.0,2.0,3.0,2.0
sbic_7052,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_4879,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0
sbic_4318,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_5956,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_9891,1.0,,,1.0,-1.0,,1.0,1.0,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_4290,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_2779,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_3616,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_35480,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_4258,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_6179,2.0,,,2.0,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_3331,3.0,,,3.0,-1.0,2.0,3.0,3.0,,,3.0,2.0,2.0,3.0,3.0,3.0,3.0
sbic_6415,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,2.0
sbic_9053,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_5169,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_5101,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,2.0
sbic_4486,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_3387,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_4005,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_2945,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,,3.0
sbic_4230,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_6284,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_36304,,,2.0,,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_6200,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_36101,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_35688,1.0,,,3.0,3.0,-1.0,3.0,1.0,,,3.0,3.0,2.0,2.0,3.0,3.0,2.0
sbic_5513,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
sbic_11451,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_2809,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_9225,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_6591,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_8475,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_8174,,,,-1.0,-1.0,,-1.0,,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_36286,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_5628,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,3.0,3.0
sbic_4686,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_3096,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,3.0,1.0
sbic_36045,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,2.0,3.0,2.0
sbic_11382,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_7207,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_10708,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,
sbic_7090,1.0,,2.0,-1.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,1.0,3.0,3.0,2.0
sbic_40189,2.0,,3.0,-1.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_7690,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_9811,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_6874,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_2946,1.0,,,3.0,-1.0,1.0,1.0,1.0,,,3.0,2.0,1.0,2.0,2.0,3.0,3.0
sbic_8634,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_8482,2.0,,,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,1.0,2.0,3.0,2.0
sbic_4941,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_35888,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_9227,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0
sbic_5077,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0,3.0,2.0
sbic_3711,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_35611,,,,-1.0,-1.0,2.0,-1.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_8995,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_6927,,,,1.0,1.0,,1.0,,,,2.0,2.0,,2.0,3.0,3.0,2.0
sbic_11701,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0
sbic_6016,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_10382,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,1.0,3.0,2.0
sbic_40422,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_4286,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_10379,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,
sbic_40346,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_8093,3.0,,,3.0,-1.0,-1.0,3.0,3.0,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_4292,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_5017,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_8326,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,
sbic_10040,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,
sbic_35932,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_40132,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,3.0,3.0,3.0
sbic_6514,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_10864,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,
sbic_5855,,,,3.0,3.0,2.0,3.0,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0
sbic_35476,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
